Date,User Type,Component,Total
2020-12-15,AS_TEACHERS,System,3356
2020-12-15,AS_TEACHERS,URL,14
2020-10-17,AS_NON-EDITING-TEACHERS,File,5
2020-10-17,AS_NON-EDITING-TEACHERS,Forum,1
2020-10-17,AS_NON-EDITING-TEACHERS,Lesson,4
2020-10-17,AS_NON-EDITING-TEACHERS,Questionnaire,1
2020-10-17,AS_NON-EDITING-TEACHERS,Quiz,9
2020-10-17,AS_NON-EDITING-TEACHERS,System,104
2020-10-17,AS_NON-EDITING-TEACHERS,URL,1
2020-10-17,AS_STUDENT,Assignment,1120
2020-10-17,AS_STUDENT,Book,10
2020-10-17,AS_STUDENT,External tool,2
2020-10-17,AS_STUDENT,File,301
2020-10-17,AS_STUDENT,File submissions,82
2020-10-17,AS_STUDENT,Folder,1
2020-10-17,AS_STUDENT,Forum,11
2020-10-17,AS_STUDENT,Online text submissions,8
2020-10-17,AS_STUDENT,Open Forum,208
2020-10-17,AS_STUDENT,Open Grader,15
2020-10-17,AS_STUDENT,Overview report,8
2020-10-17,AS_STUDENT,Page,124
2020-10-17,AS_STUDENT,Quiz,4661
2020-10-17,AS_STUDENT,Scheduler,1
2020-10-17,AS_STUDENT,Submission comments,1
2020-10-17,AS_STUDENT,System,6207
2020-10-17,AS_STUDENT,URL,620
2020-10-17,AS_STUDENT,User report,68
2020-10-17,AS_STUDENT,User tours,9
2020-10-17,AS_STUDENT,Workshop,25
2020-10-17,AS_TEACHERS,Assignment,15
2020-10-17,AS_TEACHERS,File,2
2020-10-17,AS_TEACHERS,Forum,1
2020-10-17,AS_TEACHERS,Lesson,30
2020-10-17,AS_TEACHERS,Open Forum,33
2020-10-17,AS_TEACHERS,Page,6
2020-10-17,AS_TEACHERS,Questionnaire,1
2020-10-17,AS_TEACHERS,Quiz,5
2020-10-17,AS_TEACHERS,System,1411
2020-10-17,AS_TEACHERS,URL,9
2020-10-03,AS_NON-EDITING-TEACHERS,Assignment,38
2020-10-03,AS_NON-EDITING-TEACHERS,Forum,1
2020-10-03,AS_NON-EDITING-TEACHERS,System,525
2020-10-03,AS_NON-EDITING-TEACHERS,URL,12
2020-10-03,AS_NON-EDITING-TEACHERS,Workshop,5
2020-10-03,AS_STUDENT,Assignment,1935
2020-10-03,AS_STUDENT,Book,4
2020-10-03,AS_STUDENT,External tool,5
2020-10-03,AS_STUDENT,Feedback,7
2020-10-03,AS_STUDENT,File,319
2020-10-03,AS_STUDENT,File submissions,188
2020-10-03,AS_STUDENT,Folder,8
2020-10-03,AS_STUDENT,Forum,49
2020-10-03,AS_STUDENT,Group choice,4
2020-10-03,AS_STUDENT,Online text submissions,14
2020-10-03,AS_STUDENT,Open Forum,356
2020-10-03,AS_STUDENT,Overview report,7
2020-10-03,AS_STUDENT,Page,292
2020-10-03,AS_STUDENT,Questionnaire,2
2020-10-03,AS_STUDENT,Quiz,2760
2020-10-03,AS_STUDENT,Scheduler,4
2020-10-03,AS_STUDENT,System,6802
2020-10-03,AS_STUDENT,URL,607
2020-10-03,AS_STUDENT,User report,58
2020-10-03,AS_STUDENT,User tours,8
2020-10-03,AS_STUDENT,Workshop,69
2020-10-03,AS_TEACHERS,Assignment,38
2020-10-03,AS_TEACHERS,External tool,1
2020-10-03,AS_TEACHERS,File,3
2020-10-03,AS_TEACHERS,Forum,5
2020-10-03,AS_TEACHERS,Grader report,5
2020-10-03,AS_TEACHERS,Group choice,3
2020-10-03,AS_TEACHERS,Logs,3
2020-10-03,AS_TEACHERS,Open Forum,40
2020-10-03,AS_TEACHERS,Page,2
2020-10-03,AS_TEACHERS,Quiz,153
2020-10-03,AS_TEACHERS,System,1768
2020-10-03,AS_TEACHERS,URL,27
2020-10-03,AS_TEACHERS,User report,2
2020-10-03,AS_TEACHERS,Workshop,2
2020-12-01,AS_NON-EDITING-TEACHERS,Assignment,122
2020-12-01,AS_NON-EDITING-TEACHERS,File,3
2020-12-01,AS_NON-EDITING-TEACHERS,File submissions,4
2020-12-01,AS_NON-EDITING-TEACHERS,Forum,6
2020-12-01,AS_NON-EDITING-TEACHERS,Grader report,2
2020-12-01,AS_NON-EDITING-TEACHERS,Group choice,2
2020-12-01,AS_NON-EDITING-TEACHERS,Logs,1
2020-12-01,AS_NON-EDITING-TEACHERS,Open Forum,27
2020-12-01,AS_NON-EDITING-TEACHERS,Page,4
2020-12-01,AS_NON-EDITING-TEACHERS,Quiz,140
2020-12-01,AS_NON-EDITING-TEACHERS,Submission comments,2
2020-12-01,AS_NON-EDITING-TEACHERS,System,796
2020-12-01,AS_NON-EDITING-TEACHERS,URL,8
2020-12-01,AS_NON-EDITING-TEACHERS,User report,3
2020-12-01,AS_STUDENT,Assignment,2261
2020-12-01,AS_STUDENT,Book,76
2020-12-01,AS_STUDENT,External tool,9
2020-12-01,AS_STUDENT,Feedback,2
2020-12-01,AS_STUDENT,File,548
2020-12-01,AS_STUDENT,File submissions,188
2020-12-01,AS_STUDENT,Folder,14
2020-12-01,AS_STUDENT,Forum,215
2020-12-01,AS_STUDENT,Grader report,2
2020-12-01,AS_STUDENT,Group choice,2
2020-12-01,AS_STUDENT,Lesson,252
2020-12-01,AS_STUDENT,Logs,1
2020-12-01,AS_STUDENT,Online text submissions,38
2020-12-01,AS_STUDENT,Open Forum,354
2020-12-01,AS_STUDENT,Overview report,15
2020-12-01,AS_STUDENT,Page,129
2020-12-01,AS_STUDENT,Quiz,2760
2020-12-01,AS_STUDENT,Scheduler,1
2020-12-01,AS_STUDENT,Submission comments,1
2020-12-01,AS_STUDENT,System,10780
2020-12-01,AS_STUDENT,URL,643
2020-12-01,AS_STUDENT,User report,135
2020-12-01,AS_STUDENT,User tours,70
2020-12-01,AS_TEACHERS,Assignment,799
2020-12-01,AS_TEACHERS,File,18
2020-12-01,AS_TEACHERS,Forum,16
2020-12-01,AS_TEACHERS,Grader report,19
2020-12-01,AS_TEACHERS,Group choice,2
2020-12-01,AS_TEACHERS,Lesson,18
2020-12-01,AS_TEACHERS,Logs,2
2020-12-01,AS_TEACHERS,Open Forum,75
2020-12-01,AS_TEACHERS,Page,25
2020-12-01,AS_TEACHERS,Quiz,421
2020-12-01,AS_TEACHERS,Single view,5
2020-12-01,AS_TEACHERS,Submission comments,65
2020-12-01,AS_TEACHERS,System,6916
2020-12-01,AS_TEACHERS,URL,15
2020-10-02,AS_NON-EDITING-TEACHERS,Assignment,28
2020-10-02,AS_NON-EDITING-TEACHERS,File,21
2020-10-02,AS_NON-EDITING-TEACHERS,Open Forum,49
2020-10-02,AS_NON-EDITING-TEACHERS,Page,3
2020-10-02,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-10-02,AS_NON-EDITING-TEACHERS,Quiz,95
2020-10-02,AS_NON-EDITING-TEACHERS,Submission comments,1
2020-10-02,AS_NON-EDITING-TEACHERS,Survey,2
2020-10-02,AS_NON-EDITING-TEACHERS,System,1510
2020-10-02,AS_NON-EDITING-TEACHERS,URL,6
2020-10-02,AS_NON-EDITING-TEACHERS,User report,1
2020-10-02,AS_STUDENT,Assignment,1969
2020-10-02,AS_STUDENT,Book,6
2020-10-02,AS_STUDENT,External tool,29
2020-10-02,AS_STUDENT,Feedback,32
2020-10-02,AS_STUDENT,File,638
2020-10-02,AS_STUDENT,File submissions,184
2020-10-02,AS_STUDENT,Folder,12
2020-10-02,AS_STUDENT,Forum,52
2020-10-02,AS_STUDENT,Glossary,2
2020-10-02,AS_STUDENT,Group choice,12
2020-10-02,AS_STUDENT,Online text submissions,34
2020-10-02,AS_STUDENT,Open Forum,1044
2020-10-02,AS_STUDENT,Open Grader,2
2020-10-02,AS_STUDENT,Overview report,28
2020-10-02,AS_STUDENT,Page,305
2020-10-02,AS_STUDENT,Questionnaire,2
2020-10-02,AS_STUDENT,Quiz,5628
2020-10-02,AS_STUDENT,Scheduler,3
2020-10-02,AS_STUDENT,Submission comments,12
2020-10-02,AS_STUDENT,System,17288
2020-10-02,AS_STUDENT,URL,808
2020-10-02,AS_STUDENT,User report,164
2020-10-02,AS_STUDENT,User tours,9
2020-10-02,AS_STUDENT,Workshop,110
2020-10-02,AS_TEACHERS,Assignment,485
2020-10-02,AS_TEACHERS,Feedback,6
2020-10-02,AS_TEACHERS,File,13
2020-10-02,AS_TEACHERS,Grader report,6
2020-10-02,AS_TEACHERS,Logs,3
2020-10-02,AS_TEACHERS,Open Forum,104
2020-10-02,AS_TEACHERS,Page,1
2020-10-02,AS_TEACHERS,Questionnaire,11
2020-10-02,AS_TEACHERS,Quiz,341
2020-10-02,AS_TEACHERS,Scheduler,7
2020-10-02,AS_TEACHERS,Single view,2
2020-10-02,AS_TEACHERS,Submission comments,31
2020-10-02,AS_TEACHERS,Survey,2
2020-10-02,AS_TEACHERS,System,9006
2020-10-02,AS_TEACHERS,URL,23
2020-10-02,AS_TEACHERS,User tours,6
2020-10-02,AS_TEACHERS,Workshop,1
2020-09-16,AS_NON-EDITING-TEACHERS,Activity report,1
2020-09-16,AS_NON-EDITING-TEACHERS,Assignment,28
2020-09-16,AS_NON-EDITING-TEACHERS,Book,3
2020-09-16,AS_NON-EDITING-TEACHERS,File,7
2020-09-16,AS_NON-EDITING-TEACHERS,Forum,17
2020-09-16,AS_NON-EDITING-TEACHERS,Logs,1
2020-09-16,AS_NON-EDITING-TEACHERS,Open Forum,42
2020-09-16,AS_NON-EDITING-TEACHERS,Page,6
2020-09-16,AS_NON-EDITING-TEACHERS,Questionnaire,7
2020-09-16,AS_NON-EDITING-TEACHERS,Quiz,7
2020-09-16,AS_NON-EDITING-TEACHERS,System,617
2020-09-16,AS_NON-EDITING-TEACHERS,URL,13
2020-09-16,AS_STUDENT,Activity report,1
2020-09-16,AS_STUDENT,Assignment,1921
2020-09-16,AS_STUDENT,Book,28
2020-09-16,AS_STUDENT,External tool,13
2020-09-16,AS_STUDENT,File,775
2020-09-16,AS_STUDENT,File submissions,196
2020-09-16,AS_STUDENT,Folder,7
2020-09-16,AS_STUDENT,Forum,131
2020-09-16,AS_STUDENT,Group choice,15
2020-09-16,AS_STUDENT,Online text submissions,6
2020-09-16,AS_STUDENT,Open Forum,1841
2020-09-16,AS_STUDENT,Overview report,9
2020-09-16,AS_STUDENT,Page,220
2020-09-16,AS_STUDENT,Questionnaire,39
2020-09-16,AS_STUDENT,Quiz,2388
2020-09-16,AS_STUDENT,Scheduler,20
2020-09-16,AS_STUDENT,Submission comments,2
2020-09-16,AS_STUDENT,System,14073
2020-09-16,AS_STUDENT,URL,1076
2020-09-16,AS_STUDENT,User report,57
2020-09-16,AS_STUDENT,User tours,87
2020-09-16,AS_TEACHERS,Activity report,1
2020-09-16,AS_TEACHERS,Assignment,73
2020-09-16,AS_TEACHERS,Book,21
2020-09-16,AS_TEACHERS,File,3
2020-09-16,AS_TEACHERS,Forum,36
2020-09-16,AS_TEACHERS,Grader report,1
2020-09-16,AS_TEACHERS,Logs,3
2020-09-16,AS_TEACHERS,Open Forum,127
2020-09-16,AS_TEACHERS,Overview report,1
2020-09-16,AS_TEACHERS,Page,8
2020-09-16,AS_TEACHERS,Questionnaire,9
2020-09-16,AS_TEACHERS,Quiz,57
2020-09-16,AS_TEACHERS,System,2623
2020-09-16,AS_TEACHERS,URL,19
2020-09-16,AS_TEACHERS,Workshop,1
2020-10-15,AS_NON-EDITING-TEACHERS,Assignment,178
2020-10-15,AS_NON-EDITING-TEACHERS,File,11
2020-10-15,AS_NON-EDITING-TEACHERS,Forum,50
2020-10-15,AS_NON-EDITING-TEACHERS,Grader report,5
2020-10-15,AS_NON-EDITING-TEACHERS,Online text submissions,2
2020-10-15,AS_NON-EDITING-TEACHERS,Open Forum,45
2020-10-15,AS_NON-EDITING-TEACHERS,Questionnaire,6
2020-10-15,AS_NON-EDITING-TEACHERS,Quiz,45
2020-10-15,AS_NON-EDITING-TEACHERS,Single view,15
2020-10-15,AS_NON-EDITING-TEACHERS,System,1164
2020-10-15,AS_NON-EDITING-TEACHERS,URL,15
2020-10-15,AS_NON-EDITING-TEACHERS,User report,2
2020-10-15,AS_NON-EDITING-TEACHERS,Workshop,15
2020-10-15,AS_STUDENT,Assignment,1826
2020-10-15,AS_STUDENT,Book,2
2020-10-15,AS_STUDENT,External tool,57
2020-10-15,AS_STUDENT,Feedback,6
2020-10-15,AS_STUDENT,File,424
2020-10-15,AS_STUDENT,File submissions,142
2020-10-15,AS_STUDENT,Folder,2
2020-10-15,AS_STUDENT,Forum,34
2020-10-15,AS_STUDENT,Grader report,5
2020-10-15,AS_STUDENT,Group choice,1
2020-10-15,AS_STUDENT,Online text submissions,10
2020-10-15,AS_STUDENT,Open Forum,648
2020-10-15,AS_STUDENT,Open Grader,14
2020-10-15,AS_STUDENT,Overview report,12
2020-10-15,AS_STUDENT,Page,208
2020-10-15,AS_STUDENT,Questionnaire,2
2020-10-15,AS_STUDENT,Quiz,2513
2020-10-15,AS_STUDENT,Scheduler,8
2020-10-15,AS_STUDENT,Single view,15
2020-10-15,AS_STUDENT,System,9340
2020-10-15,AS_STUDENT,URL,638
2020-10-15,AS_STUDENT,User report,80
2020-10-15,AS_STUDENT,User tours,9
2020-10-15,AS_STUDENT,Workshop,381
2020-10-15,AS_TEACHERS,Assignment,189
2020-10-15,AS_TEACHERS,Course participation,5
2020-10-15,AS_TEACHERS,External tool,3
2020-10-15,AS_TEACHERS,File,13
2020-10-15,AS_TEACHERS,Forum,52
2020-10-15,AS_TEACHERS,Grader report,5
2020-10-15,AS_TEACHERS,Open Forum,67
2020-10-15,AS_TEACHERS,Page,16
2020-10-15,AS_TEACHERS,Questionnaire,6
2020-10-15,AS_TEACHERS,Quiz,83
2020-10-15,AS_TEACHERS,Scheduler,1
2020-10-15,AS_TEACHERS,Single view,15
2020-10-15,AS_TEACHERS,System,3659
2020-10-15,AS_TEACHERS,URL,19
2020-10-15,AS_TEACHERS,User report,1
2020-10-15,AS_TEACHERS,Workshop,68
2020-09-28,AS_NON-EDITING-TEACHERS,Assignment,190
2020-09-28,AS_NON-EDITING-TEACHERS,File,5
2020-09-28,AS_NON-EDITING-TEACHERS,File submissions,4
2020-09-28,AS_NON-EDITING-TEACHERS,Forum,29
2020-09-28,AS_NON-EDITING-TEACHERS,Grader report,1
2020-09-28,AS_NON-EDITING-TEACHERS,Open Forum,27
2020-09-28,AS_NON-EDITING-TEACHERS,Page,3
2020-09-28,AS_NON-EDITING-TEACHERS,Questionnaire,2
2020-09-28,AS_NON-EDITING-TEACHERS,Quiz,78
2020-09-28,AS_NON-EDITING-TEACHERS,Scheduler,2
2020-09-28,AS_NON-EDITING-TEACHERS,System,2976
2020-09-28,AS_NON-EDITING-TEACHERS,URL,17
2020-09-28,AS_STUDENT,Assignment,2957
2020-09-28,AS_STUDENT,Book,12
2020-09-28,AS_STUDENT,External tool,6
2020-09-28,AS_STUDENT,File,507
2020-09-28,AS_STUDENT,File submissions,334
2020-09-28,AS_STUDENT,Folder,10
2020-09-28,AS_STUDENT,Forum,295
2020-09-28,AS_STUDENT,Group choice,14
2020-09-28,AS_STUDENT,Online text submissions,54
2020-09-28,AS_STUDENT,Open Forum,881
2020-09-28,AS_STUDENT,Overview report,9
2020-09-28,AS_STUDENT,Page,191
2020-09-28,AS_STUDENT,Questionnaire,4
2020-09-28,AS_STUDENT,Quiz,2731
2020-09-28,AS_STUDENT,Scheduler,115
2020-09-28,AS_STUDENT,Submission comments,5
2020-09-28,AS_STUDENT,System,14145
2020-09-28,AS_STUDENT,URL,808
2020-09-28,AS_STUDENT,User report,76
2020-09-28,AS_STUDENT,User tours,6
2020-09-28,AS_STUDENT,Wiki,3
2020-09-28,AS_STUDENT,Workshop,54
2020-09-28,AS_TEACHERS,Assignment,254
2020-09-28,AS_TEACHERS,External tool,6
2020-09-28,AS_TEACHERS,File,5
2020-09-28,AS_TEACHERS,Forum,29
2020-09-28,AS_TEACHERS,Grader report,7
2020-09-28,AS_TEACHERS,Logs,2
2020-09-28,AS_TEACHERS,Open Forum,89
2020-09-28,AS_TEACHERS,Page,46
2020-09-28,AS_TEACHERS,Questionnaire,2
2020-09-28,AS_TEACHERS,Quiz,188
2020-09-28,AS_TEACHERS,Scheduler,10
2020-09-28,AS_TEACHERS,System,5135
2020-09-28,AS_TEACHERS,URL,26
2020-12-03,AS_NON-EDITING-TEACHERS,Activity report,1
2020-12-03,AS_NON-EDITING-TEACHERS,Assignment,76
2020-12-03,AS_NON-EDITING-TEACHERS,File,10
2020-12-03,AS_NON-EDITING-TEACHERS,Forum,10
2020-12-03,AS_NON-EDITING-TEACHERS,Grader report,3
2020-12-03,AS_NON-EDITING-TEACHERS,Open Forum,10
2020-12-03,AS_NON-EDITING-TEACHERS,Overview report,1
2020-12-03,AS_NON-EDITING-TEACHERS,Page,7
2020-12-03,AS_NON-EDITING-TEACHERS,Quiz,45
2020-12-03,AS_NON-EDITING-TEACHERS,System,963
2020-12-03,AS_NON-EDITING-TEACHERS,URL,8
2020-12-03,AS_NON-EDITING-TEACHERS,User report,3
2020-12-03,AS_STUDENT,Activity report,1
2020-12-03,AS_STUDENT,Assignment,2010
2020-12-03,AS_STUDENT,Book,28
2020-12-03,AS_STUDENT,External tool,11
2020-12-03,AS_STUDENT,File,431
2020-12-03,AS_STUDENT,File submissions,186
2020-12-03,AS_STUDENT,Folder,53
2020-12-03,AS_STUDENT,Forum,296
2020-12-03,AS_STUDENT,Grader report,3
2020-12-03,AS_STUDENT,Lesson,278
2020-12-03,AS_STUDENT,Online text submissions,66
2020-12-03,AS_STUDENT,Open Forum,318
2020-12-03,AS_STUDENT,Overview report,4
2020-12-03,AS_STUDENT,Page,161
2020-12-03,AS_STUDENT,Quiz,1130
2020-12-03,AS_STUDENT,Scheduler,1
2020-12-03,AS_STUDENT,Submission comments,2
2020-12-03,AS_STUDENT,System,9265
2020-12-03,AS_STUDENT,URL,543
2020-12-03,AS_STUDENT,User report,77
2020-12-03,AS_STUDENT,User tours,28
2020-12-03,AS_TEACHERS,Activity report,1
2020-12-03,AS_TEACHERS,Assignment,190
2020-12-03,AS_TEACHERS,File,17
2020-12-03,AS_TEACHERS,Folder,2
2020-12-03,AS_TEACHERS,Forum,23
2020-12-03,AS_TEACHERS,Grader report,9
2020-12-03,AS_TEACHERS,Logs,1
2020-12-03,AS_TEACHERS,Open Forum,44
2020-12-03,AS_TEACHERS,Page,23
2020-12-03,AS_TEACHERS,Quiz,88
2020-12-03,AS_TEACHERS,Scheduler,1
2020-12-03,AS_TEACHERS,Single view,4
2020-12-03,AS_TEACHERS,System,4359
2020-12-03,AS_TEACHERS,URL,19
2020-12-03,AS_TEACHERS,User report,6
2020-10-14,AS_NON-EDITING-TEACHERS,Activity report,1
2020-10-14,AS_NON-EDITING-TEACHERS,Assignment,232
2020-10-14,AS_NON-EDITING-TEACHERS,File,3
2020-10-14,AS_NON-EDITING-TEACHERS,Grader report,1
2020-10-14,AS_NON-EDITING-TEACHERS,Open Forum,6
2020-10-14,AS_NON-EDITING-TEACHERS,Quiz,4
2020-10-14,AS_NON-EDITING-TEACHERS,Submission comments,44
2020-10-14,AS_NON-EDITING-TEACHERS,System,595
2020-10-14,AS_NON-EDITING-TEACHERS,URL,3
2020-10-14,AS_NON-EDITING-TEACHERS,Workshop,5
2020-10-14,AS_STUDENT,Activity report,1
2020-10-14,AS_STUDENT,Assignment,1735
2020-10-14,AS_STUDENT,External tool,20
2020-10-14,AS_STUDENT,Feedback,5
2020-10-14,AS_STUDENT,File,500
2020-10-14,AS_STUDENT,File submissions,160
2020-10-14,AS_STUDENT,Forum,34
2020-10-14,AS_STUDENT,Grader report,1
2020-10-14,AS_STUDENT,Group choice,7
2020-10-14,AS_STUDENT,Online text submissions,18
2020-10-14,AS_STUDENT,Open Forum,533
2020-10-14,AS_STUDENT,Overview report,7
2020-10-14,AS_STUDENT,Page,130
2020-10-14,AS_STUDENT,Questionnaire,3
2020-10-14,AS_STUDENT,Quiz,2155
2020-10-14,AS_STUDENT,Scheduler,17
2020-10-14,AS_STUDENT,Submission comments,2
2020-10-14,AS_STUDENT,System,7255
2020-10-14,AS_STUDENT,URL,537
2020-10-14,AS_STUDENT,User report,97
2020-10-14,AS_STUDENT,User tours,13
2020-10-14,AS_STUDENT,Workshop,639
2020-10-14,AS_TEACHERS,Activity report,1
2020-10-14,AS_TEACHERS,Assignment,270
2020-10-14,AS_TEACHERS,File,13
2020-10-14,AS_TEACHERS,Logs,2
2020-10-14,AS_TEACHERS,Open Forum,32
2020-10-14,AS_TEACHERS,Overview report,3
2020-10-14,AS_TEACHERS,Page,1
2020-10-14,AS_TEACHERS,Quiz,211
2020-10-14,AS_TEACHERS,Submission comments,44
2020-10-14,AS_TEACHERS,System,1826
2020-10-14,AS_TEACHERS,URL,7
2020-10-14,AS_TEACHERS,User report,3
2020-10-14,AS_TEACHERS,User tours,6
2020-10-14,AS_TEACHERS,Workshop,19
2020-12-17,AS_NON-EDITING-TEACHERS,Assignment,65
2020-12-17,AS_NON-EDITING-TEACHERS,File,10
2020-12-17,AS_NON-EDITING-TEACHERS,Forum,1
2020-12-17,AS_NON-EDITING-TEACHERS,Open Forum,8
2020-12-17,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-12-17,AS_NON-EDITING-TEACHERS,Quiz,90
2020-12-17,AS_NON-EDITING-TEACHERS,System,654
2020-12-17,AS_NON-EDITING-TEACHERS,URL,1
2020-12-17,AS_STUDENT,Assignment,1399
2020-12-17,AS_STUDENT,Book,11
2020-12-17,AS_STUDENT,External tool,11
2020-12-17,AS_STUDENT,Feedback,1
2020-12-17,AS_STUDENT,File,525
2020-12-17,AS_STUDENT,File submissions,118
2020-12-17,AS_STUDENT,Folder,8
2020-12-17,AS_STUDENT,Forum,79
2020-12-17,AS_STUDENT,Glossary,1
2020-12-17,AS_STUDENT,Group choice,7
2020-12-17,AS_STUDENT,Lesson,495
2020-12-17,AS_STUDENT,Online text submissions,18
2020-12-17,AS_STUDENT,Open Forum,214
2020-12-17,AS_STUDENT,Open Grader,1
2020-12-17,AS_STUDENT,Overview report,17
2020-12-17,AS_STUDENT,Page,180
2020-12-17,AS_STUDENT,Quiz,3844
2020-12-17,AS_STUDENT,Scheduler,8
2020-12-17,AS_STUDENT,Submission comments,2
2020-12-17,AS_STUDENT,System,7434
2020-12-17,AS_STUDENT,URL,670
2020-12-17,AS_STUDENT,User report,85
2020-12-17,AS_STUDENT,User tours,14
2020-12-17,AS_TEACHERS,Assignment,18
2020-12-17,AS_TEACHERS,Choice,1
2020-12-17,AS_TEACHERS,File,20
2020-12-17,AS_TEACHERS,Forum,2
2020-12-17,AS_TEACHERS,Grader report,4
2020-12-17,AS_TEACHERS,Open Forum,16
2020-12-17,AS_TEACHERS,Page,2
2020-12-17,AS_TEACHERS,Questionnaire,3
2020-12-17,AS_TEACHERS,Quiz,118
2020-12-17,AS_TEACHERS,Scheduler,1
2020-12-17,AS_TEACHERS,System,3280
2020-12-17,AS_TEACHERS,URL,14
2020-10-29,AS_NON-EDITING-TEACHERS,Assignment,778
2020-10-29,AS_NON-EDITING-TEACHERS,File,4
2020-10-29,AS_NON-EDITING-TEACHERS,Forum,1
2020-10-29,AS_NON-EDITING-TEACHERS,Grader report,5
2020-10-29,AS_NON-EDITING-TEACHERS,Open Forum,43
2020-10-29,AS_NON-EDITING-TEACHERS,OpenDocument spreadsheet,1
2020-10-29,AS_NON-EDITING-TEACHERS,Page,1
2020-10-29,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-10-29,AS_NON-EDITING-TEACHERS,Quiz,417
2020-10-29,AS_NON-EDITING-TEACHERS,Submission comments,86
2020-10-29,AS_NON-EDITING-TEACHERS,System,2535
2020-10-29,AS_NON-EDITING-TEACHERS,URL,2
2020-10-29,AS_STUDENT,Assignment,2928
2020-10-29,AS_STUDENT,Choice,2
2020-10-29,AS_STUDENT,Feedback,4
2020-10-29,AS_STUDENT,File,597
2020-10-29,AS_STUDENT,File submissions,196
2020-10-29,AS_STUDENT,Folder,6
2020-10-29,AS_STUDENT,Forum,84
2020-10-29,AS_STUDENT,Grader report,2
2020-10-29,AS_STUDENT,Group choice,3
2020-10-29,AS_STUDENT,Online text submissions,86
2020-10-29,AS_STUDENT,Open Forum,413
2020-10-29,AS_STUDENT,Overview report,15
2020-10-29,AS_STUDENT,Page,245
2020-10-29,AS_STUDENT,Questionnaire,66
2020-10-29,AS_STUDENT,Quiz,7655
2020-10-29,AS_STUDENT,Scheduler,10
2020-10-29,AS_STUDENT,Submission comments,5
2020-10-29,AS_STUDENT,System,10620
2020-10-29,AS_STUDENT,URL,822
2020-10-29,AS_STUDENT,User report,259
2020-10-29,AS_STUDENT,User tours,30
2020-10-29,AS_STUDENT,Workshop,12
2020-10-29,AS_TEACHERS,Assignment,1181
2020-10-29,AS_TEACHERS,Course participation,7
2020-10-29,AS_TEACHERS,File,3
2020-10-29,AS_TEACHERS,Forum,2
2020-10-29,AS_TEACHERS,Grader report,9
2020-10-29,AS_TEACHERS,Open Forum,52
2020-10-29,AS_TEACHERS,OpenDocument spreadsheet,2
2020-10-29,AS_TEACHERS,Overview report,2
2020-10-29,AS_TEACHERS,Page,1
2020-10-29,AS_TEACHERS,Questionnaire,4
2020-10-29,AS_TEACHERS,Quiz,629
2020-10-29,AS_TEACHERS,Submission comments,86
2020-10-29,AS_TEACHERS,System,3933
2020-10-29,AS_TEACHERS,URL,11
2020-10-29,AS_TEACHERS,User report,1
2020-10-01,AS_NON-EDITING-TEACHERS,Activity report,1
2020-10-01,AS_NON-EDITING-TEACHERS,Assignment,441
2020-10-01,AS_NON-EDITING-TEACHERS,Excel spreadsheet,1
2020-10-01,AS_NON-EDITING-TEACHERS,File,7
2020-10-01,AS_NON-EDITING-TEACHERS,Grader report,1
2020-10-01,AS_NON-EDITING-TEACHERS,Open Forum,75
2020-10-01,AS_NON-EDITING-TEACHERS,Page,2
2020-10-01,AS_NON-EDITING-TEACHERS,Quiz,240
2020-10-01,AS_NON-EDITING-TEACHERS,Submission comments,37
2020-10-01,AS_NON-EDITING-TEACHERS,System,1504
2020-10-01,AS_NON-EDITING-TEACHERS,URL,12
2020-10-01,AS_NON-EDITING-TEACHERS,User report,1
2020-10-01,AS_NON-EDITING-TEACHERS,Workshop,1
2020-10-01,AS_STUDENT,Assignment,2295
2020-10-01,AS_STUDENT,Book,4
2020-10-01,AS_STUDENT,Choice,5
2020-10-01,AS_STUDENT,External tool,47
2020-10-01,AS_STUDENT,File,563
2020-10-01,AS_STUDENT,File submissions,146
2020-10-01,AS_STUDENT,Folder,15
2020-10-01,AS_STUDENT,Forum,41
2020-10-01,AS_STUDENT,Group choice,11
2020-10-01,AS_STUDENT,Online text submissions,8
2020-10-01,AS_STUDENT,Open Forum,692
2020-10-01,AS_STUDENT,Open Grader,1
2020-10-01,AS_STUDENT,Overview report,26
2020-10-01,AS_STUDENT,Page,305
2020-10-01,AS_STUDENT,Questionnaire,2
2020-10-01,AS_STUDENT,Quiz,2953
2020-10-01,AS_STUDENT,Scheduler,7
2020-10-01,AS_STUDENT,Submission comments,9
2020-10-01,AS_STUDENT,System,13219
2020-10-01,AS_STUDENT,URL,848
2020-10-01,AS_STUDENT,User report,187
2020-10-01,AS_STUDENT,User tours,9
2020-10-01,AS_STUDENT,Workshop,53
2020-10-01,AS_TEACHERS,Activity report,2
2020-10-01,AS_TEACHERS,Assignment,1003
2020-10-01,AS_TEACHERS,Excel spreadsheet,1
2020-10-01,AS_TEACHERS,External tool,2
2020-10-01,AS_TEACHERS,File,9
2020-10-01,AS_TEACHERS,Folder,1
2020-10-01,AS_TEACHERS,Grader report,102
2020-10-01,AS_TEACHERS,Logs,7
2020-10-01,AS_TEACHERS,Open Forum,188
2020-10-01,AS_TEACHERS,Overview report,1
